Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
arm_base_link,3.42807387008343E-07,-1.14216321836849E-05,0.035427061811967,0,0,0,0.22839928056115,0.000107845993769842,4.69199241992071E-09,-4.18790081569241E-10,0.00012724272873121,-5.26917458748835E-08,0.000176776323777897,0,0,0,0,0,0,package://arm7/meshes/arm_base_link.STL,1,1,1,1,0,0,0,0,0,0,package://arm7/meshes/base_link.STL,,RS05零件-1;05上垫板2mm-1;01轴承间板2mm-1;05输出轴垫高打印件-1;平面推力滚针轴承1-1;轴承限位打印件-1;01输出垫片3mm-1;机械臂垫高-1;机械臂垫高-2,基坐标系,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
joint1,0.0780606572360386,0.00136421617984901,0.00876485899502558,0,0,0,0.0552435634534438,4.73426197062425E-06,-1.33407689192552E-20,-1.61237795968904E-20,0.00014006439338164,7.32005989487422E-22,0.000140580200479144,0,0,0,0,0,0,package://arm7/meshes/yuntai.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://arm7/meshes/yuntai.STL,,01轴承上板2mm-1;铝管10.20.450-1;小轴件-2;F686ZZ-3,云台坐标系,云台轴,yuntai,revolute,0,0,0.0565,0,0,0,base_link,0,0,-1,0,0,0,0,,,,,,,,
joint2,0.0668544341606241,0.00675319321620117,0.00809014602463719,0,0,0,0.124526845341314,2.21790593166121E-05,8.08950711398725E-07,2.16081563697381E-06,8.39633304173974E-05,4.5704264780061E-07,7.36382552568984E-05,0,0,0,0,0,0,package://arm7/meshes/left1.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://arm7/meshes/left1.STL,,金属舵盘-4;大臂连接件-3;鑫辉科技60kg舵机-4;铝管10.15.130-2;舵机连接3mm-2;鑫辉科技60kg舵机-7,左一关节坐标系,左一关节轴,left1,revolute,0.165,-0.00625,0.01,1.5708,0,3.1416,yuntai,0,0,-1,0,0,0,0,,,,,,,,
joint3,0.155910016686674,0.000348375153259639,-0.00540573130656971,0,0,0,0.0774950388502557,9.01149282256032E-06,4.6786257560337E-07,-1.46015696215423E-07,0.000102901561459192,1.26748145498429E-08,9.87797012262116E-05,0,0,0,0,0,0,package://arm7/meshes/left2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://arm7/meshes/left2.STL,,金属舵盘-5;铝管10.10.180-2;末端舵机连接件-2;鑫辉科技60kg舵机-8,左二关节坐标系,左二关节轴,left2,revolute,0.14795,0.02,0.00935,0,0,3.1416,left1,0,0,1,0,0,0,0,,,,,,,,
joint4,0.0544902482407911,-0.00199214693559568,-0.0248652287916135,0,0,0,0.0633349973664182,2.85874489572135E-05,3.35554042540275E-06,-2.19551725379438E-07,3.42814525673839E-05,-4.59736786170198E-07,2.43823317885624E-05,0,0,0,0,0,0,package://arm7/meshes/left3.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://arm7/meshes/left3.STL,,末端吸盘连接打印件.step-2;金属舵盘-6;摄像头简图-2,左三关节坐标系,左三关节轴,left3,revolute,0.213,0,0.0229,0,0,-1.5708,left2,0,0,-1,0,0,0,0,,,,,,,,
joint5,-0.0213546888236643,-1.38777878078145E-17,-2.77555756156289E-17,0,0,0,0.0986878737710679,1.55691033654855E-05,1.94859047791388E-21,6.36222110685529E-21,2.00162772748723E-05,1.6940658945086E-21,2.00162772748723E-05,0,0,0,0,0,0,package://arm7/meshes/left4.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://arm7/meshes/left4.STL,,吸盘套组-1/吸盘ZP50HBN-1;吸盘套组-1/吸盘套装-1,左末端吸盘坐标系,左末端吸盘轴,left4,fixed,0.1058,0.0275,-0.026,1.5707963267949,0,0,left3,0,0.720066850328186,0.693904698830066,,,,,,,,,,,,
